"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
E48,"8121 FOREST ST, GILROY, CA, 95020",MEDICF,"8121 FOREST ST",Gilroy,"2025-03-29 20:21"
"RM49, E47","906 ALDER ST, GILROY, CA, 95020",MEDICF,"906 ALDER ST",Gilroy,"2026-04-07 21:20"
E47,,MEDICF,"W SIXTH ST/CHURCH ST",Gilroy,"2024-08-15 08:57"
"E48, RM49","1906 ST ANDREWS CIR, GILROY, CA, 95020",MEDICF,"1906 ST ANDREWS CI",Gilroy,"2026-05-20 21:22"
E48,"8400 CHURCH ST, GILROY, CA, 95020",MEDICF,"8400 CHURCH ST",Gilroy,"2024-07-30 04:40"
E47,"7245 TRENTON PL, GILROY, CA, 95020",1033SD,"7245 TRENTON PL",Gilroy,"2024-10-05 12:46"
E47,,MEDICF,"393 E TENTH ST",Gilroy,"2024-12-04 23:44"
E49,"1525 DOVETAIL WAY, GILROY, CA, 95020",MEDICF,"1525 DOVETAIL WY",Gilroy,"2024-10-04 08:52"
E47,"6465 JURISTAC WAY, GILROY, CA, 95020",MEDICF,"6465 JURISTAC WY",Gilroy,"2024-09-23 09:22"
E47,,1033WF,"1350 PACHECO PASS HY",Gilroy,"2025-05-16 11:47"
E47,,MEDICF,"RENZ LN/CAMINO ARROYO",Gilroy,"2026-03-18 01:52"
E47,,MEDICF,"850 PACHECO PASS HY",Gilroy,"2025-05-15 14:39"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2025-03-07 20:28"
"E47, E48","7350 DOWDY ST, GILROY, CA, 95020",PSLIFT,"7350 DOWDY ST",Gilroy,"2025-03-07 20:02"
E48,"7800 CARMEL ST, GILROY, CA, 95020",1033GF,"7800 CARMEL ST",Gilroy,"2026-05-22 10:38"
"E49, B48",,AUTOAV,"MASTEN AV/MONTEREY RD","Santa Clara County","2024-10-05 08:47"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2025-07-17 21:24"
E47,,AUTOAM,"2868 PACHECO PASS HY","Santa Clara County","2026-03-16 12:14"
E47,"5920 TRAVEL PARK CIR, GILROY, CA, 95020",ODOR,"5920 TRAVEL PARK CI",Gilroy,"2024-10-31 11:16"
E48,,1033GF,"245 FARRELL AV",Gilroy,"2024-07-01 05:59"
E47,,AUTOAM,"5885 MONTEREY FRONTAGE RD",Gilroy,"2025-02-08 14:23"
E47,"6901 CAMERON BLVD, GILROY, CA, 95020",MEDICF,"6901 CAMERON BL",Gilroy,"2025-04-21 22:39"
E48,"8175 MONTEREY ST, GILROY, CA, 95020",MEDICF,"8175 MONTEREY ST",Gilroy,"2024-12-05 01:57"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2024-08-15 09:32"
E47,,AUTOAM,"FRAZIER LAKE RD/BLOOMFIELD AV","Santa Clara County","2024-08-29 08:30"
E48,"7642 SANTA MARIA CT, GILROY, CA, 95020",MEDICF,"7642 SANTA MARIA CT",Gilroy,"2026-02-25 18:56"
E147,"440 BROADWAY, GILROY, CA, 95020",MEDICF,"440 BROADWAY",Gilroy,"2024-11-12 11:15"
E50,,1181F,"250 E TENTH ST",Gilroy,"2024-09-11 18:14"
E48,"7236 CARR PL, GILROY, CA, 95020",MEDICF,"7236 CARR PL",Gilroy,"2024-12-05 02:13"
E47,,AUTOAM,"5925 MONTEREY FRONTAGE RD",Gilroy,"2024-07-30 21:34"
E48,"731 TATUM AVE, GILROY, CA, 95020",MEDICF,"731 TATUM AV",Gilroy,"2025-01-13 01:50"
E47,"6725 CAMINO ARROYO, GILROY, CA, 95020",1033GF,"6725 CAMINO ARROYO",Gilroy,"2025-08-13 07:51"
E47,,AUTOAM,"PACHECO PASS HY/BLOOMFIELD AV","Santa Clara County","2025-10-11 00:31"
E650,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2024-07-31 14:00"
E47,,AUTOAM,"901 ARIZONA CI","Santa Clara County","2024-09-23 10:13"
E49,"8737 TOYON CT, GILROY, CA, 95020",PSLIFT,"8737 TOYON CT",Gilroy,"2026-05-16 21:44"
E48,"8795 SAN YSIDRO AVE, GILROY, CA, 95020",DUMPF,"8795 SAN YSIDRO AV",Gilroy,"2026-03-18 01:57"
E48,"767 CARLA WAY, GILROY, CA, 95020",MEDICF,"767 CARLA WY",Gilroy,"2025-04-12 21:20"
E47,"7412 MONTEREY ST, GILROY, CA, 95020",1033GF,"7412 MONTEREY ST",Gilroy,"2025-03-17 13:53"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2025-10-16 22:54"
"E147, E48","610 FAIRVIEW DR, GILROY, CA, 95020",MEDICF,"610 FAIRVIEW DR",Gilroy,"2024-11-12 11:09"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-01-31 02:02"
E48,,1033WF,"825 FIRST ST",Gilroy,"2024-09-10 11:51"
E48,"7880 MILLER AVE, GILROY, CA, 95020",MEDICF,"7880 MILLER AV",Gilroy,"2024-04-07 15:02"
E149,,AA,"7000 101S OFF AUTOMALL PARKWAY RP",Gilroy,"2024-05-28 17:22"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2024-04-30 15:40"
E48,,MEDICF,"770 FIRST ST",Gilroy,"2024-04-04 18:32"
E149,"300 LEAVESLEY RD, GILROY, CA, 95020",1033WF,"300 LEAVESLEY RD",Gilroy,"2024-04-06 14:54"
"E68, E47, B47, WT68",,1180F,"US HWY 101/LEAVESLEY RD ON 101S RP",Gilroy,"2026-03-25 10:56"
E48,,MEDICF,"1129 MONTE BELLO DR",Gilroy,"2024-04-14 21:49"
E48,"7207 PITLOCHRY DR, GILROY, CA, 95020",MEDICF,"7207 PITLOCHRY DR",Gilroy,"2024-04-10 03:14"
E149,,PS,"7049 MILLER AV",Gilroy,"2024-04-21 08:31"
E49,"7821 CINNAMON WAY, GILROY, CA, 95020",MEDICF,"7821 CINNAMON WY",Gilroy,"2024-09-23 10:27"
E149,,AUTOAVA,"305 BLOOMFIELD AV","Santa Clara County","2024-06-04 04:57"
B47,,AUTOAVA,"POLE LINE RD/HECKER PASS HWY",COUNTY,"2024-04-04 20:28"
E149,,MEDICF,"650 FIFTH ST",Gilroy,"2024-04-05 21:23"
B47,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2024-05-24 20:01"
E149,,MEDICF,"5878 GARLIC FARMS DR",Gilroy,"2024-04-18 17:47"
E149,"7640 CHURCH ST, GILROY, CA, 95020",MEDICF,"7640 CHURCH ST",Gilroy,"2024-04-06 06:56"
B47,,AUTOAVA,"2010 BLOOMFIELD AV","Santa Clara County","2024-04-05 20:21"
E149,"870 CHESAPEAKE PL, GILROY, CA, 95020",MEDICF,"870 CHESAPEAKE PL",Gilroy,"2024-04-05 07:18"
E149,,MEDICF,"7301 HANNA ST",Gilroy,"2024-05-18 22:57"
E149,,MEDICF,"6805 SILACCI WY",Gilroy,"2024-05-10 10:27"
E48,"8200 KERN AVE, GILROY, CA, 95020",MEDICF,"8200 KERN AV",Gilroy,"2024-04-14 21:03"
E149,"8555 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8555 SAN YSIDRO AV",Gilroy,"2024-04-17 12:45"
E149,"5530 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5530 MONTEREY RD",Gilroy,"2024-05-28 09:08"
E48,"7720 ROSANNA ST, GILROY, CA, 95020",1056AF,"7720 ROSANNA ST",Gilroy,"2024-04-03 21:31"
B47,,AUTOAVA,"WHITEHURST RD/HWY 152","Santa Clara County","2024-05-18 14:46"
E650,"1163 DE ANZA PL, GILROY, CA, 95020",PSLIFT,"1163 DE ANZA PL",Gilroy,"2024-07-30 22:15"
E49,"1518 BIANCA WAY, GILROY, CA, 95020",PSLIFT,"1518 BIANCA WY",Gilroy,"2026-05-20 21:39"
E149,,MEDICF,"6351 CAMERON BL",Gilroy,"2024-05-01 15:31"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-04-14 22:33"
E149,,MEDICF,"7843 MONTEREY ST",Gilroy,"2024-04-14 21:49"
E149,"500 IOOF AVE, GILROY, CA, 95020",MEDICF,"500 IOOF AV",Gilroy,"2024-05-14 05:24"
E48,"8011 CHURCH ST, GILROY, CA, 95020",MEDICF,"8011 CHURCH ST",Gilroy,"2024-04-10 10:39"
E149,"8390 ARROYO CIR, GILROY, CA, 95020",MEDICF,"8390 ARROYO CI",Gilroy,"2024-04-12 09:45"
E149,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2024-04-15 04:24"
E48,"435 ADAMS CT, GILROY, CA, 95020",MEDICF,"435 ADAMS CT",Gilroy,"2024-12-01 14:12"
E149,,PSLIFT,"CHURCH ST/W SIXTH ST",Gilroy,"2024-05-02 07:40"
E149,"8325 ARROYO CIR, GILROY, CA, 95020",ODOR,"8325 ARROYO CI",Gilroy,"2024-05-01 14:38"
E149,"7691 MILLER AVE, GILROY, CA, 95020",MEDICF,"7691 MILLER AV",Gilroy,"2024-05-05 11:26"
E149,"6990 AUTOMALL PKWY, GILROY, CA, 95020",MEDICF,"6990 AUTOMALL PARKWAY",Gilroy,"2024-04-29 23:34"
E149,,MEDICF,"CHARLES LUX DR/CIMINO ST",Gilroy,"2024-05-22 02:58"
E48,,PSLIFT,"1240 THIRD ST",Gilroy,"2024-04-10 07:50"
E48,"7205 EAST ST, GILROY, CA, 95020",1054F,"7205 EAST ST",Gilroy,"2024-04-06 18:46"
E149,,MEDICF,"200 E TENTH ST",Gilroy,"2024-04-13 01:01"
E149,,MEDICF,"E SIXTH ST/RAILROAD ST",Gilroy,"2024-04-28 02:16"
E149,,1033WF,"7539 MONTEREY ST",Gilroy,"2024-04-03 19:24"
E48,"830 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"830 EL CERRITO WY",Gilroy,"2024-04-14 13:56"
E149,,MEDICF,"E SIXTH ST/MONTEREY ST",Gilroy,"2024-05-15 12:15"
E48,,MEDICF,"975 FIRST ST",Gilroy,"2024-04-12 12:57"
E149,,AUTOAM,"HWY 25/101S OFF HWY 25 RP","Santa Clara County","2024-05-25 14:23"
E48,"7680 FILICE DR, GILROY, CA, 95020",MEDICF,"7680 FILICE DR",Gilroy,"2024-04-14 11:05"
E149,"5860 OBATA WAY, GILROY, CA, 95020",1033WF,"5860 OBATA WY",Gilroy,"2024-05-21 09:47"
E149,"7180 ROSANNA ST, GILROY, CA, 95020",MEDICF,"7180 ROSANNA ST",Gilroy,"2024-05-27 19:06"
E149,"5920 TRAVEL PARK CIR, GILROY, CA, 95020",1033GF,"5920 TRAVEL PARK CI",Gilroy,"2024-05-04 13:39"
E149,,MEDICF,"LEAVESLEY RD/MARCELLA AV","Santa Clara County","2024-04-11 12:44"
E149,"6701 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"6701 CAMINO ARROYO",Gilroy,"2024-04-19 15:22"
E149,"7381 DOWDY ST, GILROY, CA, 95020",PSLIFT,"7381 DOWDY ST",Gilroy,"2024-05-29 06:15"
,,MEDIC,"159 FIFTH ST",Gilroy,"2024-05-24 19:31"
E47,,MEDICF,"7881 MURRAY AV",Gilroy,"2024-12-17 09:52"
E149,"175 LONDON PL, GILROY, CA, 95020",MEDICF,"175 LONDON PL",Gilroy,"2024-05-22 19:14"
E149,,MEDICF,"200 E TENTH ST",Gilroy,"2024-04-19 00:35"
E149,,ODOR,"200 E TENTH ST",Gilroy,"2024-05-07 03:34"
E149,,MEDICF,"935 THIRD ST",Gilroy,"2024-04-14 21:16"
E48,"8425 SAN YSIDRO AVE, GILROY, CA, 95020",PSLIFT,"8425 SAN YSIDRO AV",Gilroy,"2024-04-08 14:06"
E48,"8330 GLENWOOD DR, GILROY, CA, 95020",MEDICF,"8330 GLENWOOD DR",Gilroy,"2024-04-13 08:08"
E149,,AUTOAVA,"US HWY 101/HWY 25","Santa Clara County","2024-04-27 15:45"
E149,"7050 MILLER AVE, GILROY, CA, 95020",MEDICF,"7050 MILLER AV",Gilroy,"2024-05-11 16:52"
E149,"6070 MONTEREY RD, GILROY, CA, 95020",1033SD,"6070 MONTEREY RD",Gilroy,"2024-05-22 05:44"
E149,,FIREHF,"US HWY 101/LEAVESLEY RD ON 101S RP",Gilroy,"2024-04-24 08:45"
E49,"7700 FOREST ST, GILROY, CA, 95020",MEDICF,"7700 FOREST ST",Gilroy,"2024-05-18 18:28"
E149,,AUTOAVA,"PACHECO PASS HY/FERGUSON RD","Santa Clara County","2024-05-30 02:43"
E149,,AUTOAVA,"FRAZIER LAKE RD/PACHECO PASS HY","Santa Clara County","2024-05-20 18:15"
E149,,MEDICF,"650 FIFTH ST",Gilroy,"2024-05-21 04:54"
E149,,MEDICF,"651 W SIXTH ST",Gilroy,"2024-06-01 11:22"
E149,"6680 IMPERIAL DR, GILROY, CA, 95020",ODF,"6680 IMPERIAL DR",Gilroy,"2024-05-14 09:06"
E48,"7571 DOWDY ST, GILROY, CA, 95020",MEDICF,"7571 DOWDY ST",Gilroy,"2024-04-08 07:50"
E149,,1033GF,"350 W SIXTH ST",Gilroy,"2024-04-12 10:27"
E48,"7480 MILIAS CT, GILROY, CA, 95020",MEDICF,"7480 MILIAS CT",Gilroy,"2024-05-05 20:12"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-05-28 12:50"
E48,"1406 CASABLANCA CIR, GILROY, CA, 95020",1056A,"1406 CASABLANCA CI",Gilroy,"2024-04-19 12:02"
E49,"897 WENTZ DR, GILROY, CA, 95020",MEDICF,"897 WENTZ DR",Gilroy,"2024-04-19 11:42"
E48,"8300 KERN AVE, GILROY, CA, 95020",MEDICF,"8300 KERN AV",Gilroy,"2024-04-28 16:56"
E650,,TESTF,"7049 MILLER AV",Gilroy,"2024-05-26 20:55"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-04-27 15:43"
RM49,,AUTOAM,"HECKER PASS/MT MADONNA","Santa Clara County","2024-05-16 08:24"
E49,,AUTOAVA,"MT MADONNA/REDWOOD RETREAT","Santa Clara County","2024-04-08 15:53"
E49,,MEDICF,"WREN AV/WILLARD CT",Gilroy,"2024-05-02 12:19"
E48,,MEDICF,"985 MONTE BELLO DR",Gilroy,"2024-05-23 04:25"
E49,,MEDICF,"1395 FIRST ST",Gilroy,"2024-04-23 15:06"
E48,"8175 MONTEREY ST, GILROY, CA, 95020",MEDICF,"8175 MONTEREY ST",Gilroy,"2024-05-07 02:35"
E47,"6881 CAMERON BLVD, GILROY, CA, 95020",MEDICF,"6881 CAMERON BL",Gilroy,"2024-08-15 10:27"
E48,"8751 AMANDA AVE, GILROY, CA, 95020",MEDICF,"8751 AMANDA AV",Gilroy,"2024-05-18 06:34"
E48,"325 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"325 LEAVESLEY RD",Gilroy,"2024-05-24 13:07"
B49,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2024-09-23 10:55"
E49,"1186 BAY TREE DR, GILROY, CA, 95020",MEDICF,"1186 BAY TREE DR",Gilroy,"2024-05-15 20:41"
E49,"1525 MARGARETA PL, GILROY, CA, 95020",MEDICF,"1525 MARGARETA PL",Gilroy,"2024-04-02 22:37"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",1033SD,"7610 ISABELLA WY",Gilroy,"2024-04-12 09:36"
E650,"916 ALDER ST, GILROY, CA, 95020",MEDICF,"916 ALDER ST",Gilroy,"2024-06-01 08:42"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-05-24 01:39"
E149,,AUTOAVA,"6280 PACHECO PASS HY","Santa Clara County","2024-04-13 19:20"
E49,"8170 MURRAY AVE, GILROY, CA, 95020",1054F,"8170 MURRAY AV",Gilroy,"2024-05-22 10:44"
E650,,1180F,"6855 CAMINO ARROYO",Gilroy,"2024-05-29 19:06"
E48,"440 BROADWAY, GILROY, CA, 95020",MEDICF,"440 BROADWAY",Gilroy,"2024-05-29 22:37"
E48,"8972 DEL RIO CIR, GILROY, CA, 95020",MEDICF,"8972 DEL RIO CI",Gilroy,"2024-05-18 12:57"
E49,"8800 LILLY AVE, GILROY, CA, 95020",MEDICF,"8800 LILLY AV",Gilroy,"2024-06-01 17:35"
E48,,MEDICF,"998 MONTE BELLO DR",Gilroy,"2024-05-13 21:54"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2024-05-17 19:19"
E48,,FIREF,"775 LEAVESLEY RD",Gilroy,"2024-04-24 00:35"
E48,,MEDICF,"200 E TENTH ST",Gilroy,"2024-05-15 16:45"
E49,"9349 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9349 MONTEREY RD",Gilroy,"2024-05-28 07:03"
E48,,MEDICF,"771 FOURTH ST",Gilroy,"2024-04-26 23:13"
E48,"7440 MILLER AVE, GILROY, CA, 95020",MEDICF,"7440 MILLER AV",Gilroy,"2025-03-07 20:54"
E650,"7360 ORCHARD DR, GILROY, CA, 95020",MEDICF,"7360 ORCHARD DR",Gilroy,"2024-05-26 20:22"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-05-11 03:42"
E49,"1616 BRENTWOOD LN, GILROY, CA, 95020",PS,"1616 BRENTWOOD LN",Gilroy,"2026-04-06 21:48"
E49,"9245 KESTREL CT, GILROY, CA, 95020",MEDICF,"9245 KESTREL CT",Gilroy,"2024-06-02 20:32"
E49,"315 COHANSEY AVE, GILROY, CA, 95020",MEDICF,"315 COHANSEY AV",Gilroy,"2024-05-13 16:38"
E48,"641 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"641 LEAVESLEY RD",Gilroy,"2024-05-15 17:18"
E48,,MEDICF,"7895 MONTEREY ST",Gilroy,"2024-05-17 06:24"
E49,,AUTOAM,"1180 DAY RD","Santa Clara County","2024-06-01 10:12"
E48,,MEDICF,"HANNA ST/BROADWAY",Gilroy,"2024-04-20 02:38"
E49,"9510 OSPREY WAY, GILROY, CA, 95020",MEDICF,"9510 OSPREY WY",Gilroy,"2024-05-27 09:47"
E48,,MEDICF,"350 MANTELLI DR",Gilroy,"2024-05-23 18:56"
E48,"7664 LOS PADRES CT, GILROY, CA, 95020",PSLIFT,"7664 LOS PADRES CT",Gilroy,"2024-05-26 18:32"
E49,,MEDICF,"1050 THIRD ST",Gilroy,"2024-04-17 11:40"
E48,"1301 FERNWOOD LN, GILROY, CA, 95020",PSLIFT,"1301 FERNWOOD LN",Gilroy,"2024-05-28 15:46"
E48,"8200 KERN AVE, GILROY, CA, 95020",MEDICF,"8200 KERN AV",Gilroy,"2024-05-08 18:40"
,,1180,"NO NAME UNO/LAS ANIMAS AV",Gilroy,"2024-05-19 00:22"
E48,"277 IOOF AVE, GILROY, CA, 95020",FIREHF,"277 IOOF AV",Gilroy,"2024-05-02 12:49"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-04-18 16:44"
E49,"1080 SUNRISE DR, GILROY, CA, 95020",MEDICF,"1080 SUNRISE DR",Gilroy,"2024-05-07 15:43"
E48,"8540 WAYLAND CT, GILROY, CA, 95020",MEDICF,"8540 WAYLAND CT",Gilroy,"2024-04-21 03:09"
E49,"8431 DELTA CT, GILROY, CA, 95020",MEDICF,"8431 DELTA CT",Gilroy,"2024-04-08 00:05"
E48,"7946 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"7946 WESTWOOD DR",Gilroy,"2024-05-20 07:19"
E48,"980 WENTZ DR, GILROY, CA, 95020",MEDICF,"980 WENTZ DR",Gilroy,"2024-05-25 08:49"
E49,"2161 COLUMBINE CT, GILROY, CA, 95020",PS,"2161 COLUMBINE CT",Gilroy,"2024-05-21 21:16"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-05-21 10:40"
"E49, E48","8550 HICKORY WAY, GILROY, CA, 95020",1055F,"8550 HICKORY WY",Gilroy,"2024-12-31 21:56"
E49,"9646 KIOWA CT, GILROY, CA, 95020",PSLIFT,"9646 KIOWA CT",Gilroy,"2024-04-12 11:32"
E49,"1501 BIANCA WAY, GILROY, CA, 95020",MEDICF,"1501 BIANCA WY",Gilroy,"2024-05-14 21:20"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-05-15 01:48"
E49,,AUTOAS,"1180 DAY RD","Santa Clara County","2024-04-17 17:44"
E49,,FIREHF,"7850 MONTEREY ST",Gilroy,"2024-05-20 11:05"
E48,"1161 DRIFTWOOD TER, GILROY, CA, 95020",MEDICF,"1161 DRIFTWOOD TE",Gilroy,"2024-05-18 20:24"
E48,"8246 KELTON DR, GILROY, CA, 95020",MEDICF,"8246 KELTON DR",Gilroy,"2024-06-01 05:51"
E48,"8461 GAUNT AVE, GILROY, CA, 95020",MEDICF,"8461 GAUNT AV",Gilroy,"2024-05-03 23:34"
E48,"7520 ARROYO CIR, GILROY, CA, 95020",1181F,"7520 ARROYO CI",Gilroy,"2024-05-06 18:34"
E49,,1033SD,"200 E TENTH ST",Gilroy,"2024-04-28 01:59"
E48,"370 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"370 LEAVESLEY RD",Gilroy,"2024-04-16 20:26"
E650,,MEDICF,"LICO DR /CLUB DR",Gilroy,"2024-06-02 21:04"
E49,"1281 JUNIPER DR, GILROY, CA, 95020",MEDICF,"1281 JUNIPER DR",Gilroy,"2024-05-24 08:47"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2024-04-27 01:55"
E49,,AUTOAVA,"1120 BUENA VISTA AV","Santa Clara County","2024-05-25 23:03"
E48,"9250 WREN AVE, GILROY, CA, 95020",MEDICF,"9250 WREN AV",Gilroy,"2024-05-31 08:24"
E48,,VEGF,"US HWY 101/AUTOMALL PARKWAY",Gilroy,"2024-05-03 21:58"
E48,,MEDICF,"200 E TENTH ST",Gilroy,"2024-05-22 19:15"
E49,"1545 MARGARETA PL, GILROY, CA, 95020",MEDICF,"1545 MARGARETA PL",Gilroy,"2024-04-28 08:11"
E48,,MEDICF,"975 FIRST ST",Gilroy,"2024-05-08 01:18"
E49,,1033SD,"200 E TENTH ST",Gilroy,"2024-04-27 23:38"
E49,"9910 BOBCAT CT, GILROY, CA, 95020",1033GF,"9910 BOBCAT CT",Gilroy,"2024-04-26 23:41"
RM49,"8425 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8425 SAN YSIDRO AV",Gilroy,"2024-05-31 13:54"
E48,"6984 AUTOMALL PKWY, GILROY, CA, 95020",MEDICF,"6984 AUTOMALL PARKWAY",Gilroy,"2024-04-24 11:34"
E49,"886 SORRENTO DR, GILROY, CA, 95020",MEDICF,"886 SORRENTO DR",Gilroy,"2024-05-26 01:37"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-04-22 13:08"
E48,,MEDICF,"350 MANTELLI DR",Gilroy,"2024-05-29 00:30"
E49,,AUTOAM,"10615 GUIBAL AV","Santa Clara County","2024-04-23 11:39"
E48,,MEDICF,"200 E TENTH ST",Gilroy,"2024-05-18 23:11"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-04-18 08:30"
E49,"750 W TENTH ST, GILROY, CA, 95020",MEDICF,"750 W TENTH ST",Gilroy,"2024-04-29 12:50"
E48,,1033GF,"7701 HANNA ST",Gilroy,"2024-04-24 23:45"
RM49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-05-31 14:41"
E48,,MEDICF,"1260 FIRST ST",Gilroy,"2024-04-20 21:33"
E650,,TESTF,"7049 MILLER AV",Gilroy,"2024-06-03 00:55"
E48,,FIREF,"WAYLAND LN/LA SIERRA WY",Gilroy,"2024-04-23 19:42"
E48,"727 CARVER PL, GILROY, CA, 95020",MEDICF,"727 CARVER PL",Gilroy,"2024-04-16 17:59"
E49,"8080 WREN AVE, GILROY, CA, 95020",MEDICF,"8080 WREN AV",Gilroy,"2024-05-07 15:01"
E49,"1442 MANTELLI DR, GILROY, CA, 95020",MEDICF,"1442 MANTELLI DR",Gilroy,"2024-05-21 09:41"
E49,,1180F,"MONTEREY RD/BUENA VISTA AV",Gilroy,"2024-05-30 08:48"
E49,"8200 KERN AVE, GILROY, CA, 95020",1033WF,"8200 KERN AV",Gilroy,"2024-04-26 08:50"
E49,,1033SD,"200 E TENTH ST",Gilroy,"2024-05-22 17:42"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2024-04-21 09:07"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-05-05 12:54"
E49,"1526 EAGLES NEST LN, GILROY, CA, 95020",MEDICF,"1526 EAGLES NEST LN",Gilroy,"2024-05-29 17:12"
E49,,MEDICF,"E TENTH ST/ALEXANDER ST",Gilroy,"2024-05-18 20:35"
E48,"8800 LILLY AVE, GILROY, CA, 95020",MEDICF,"8800 LILLY AV",Gilroy,"2024-05-29 17:13"
E48,,1033GF,"7701 HANNA ST",Gilroy,"2024-04-28 14:35"
E48,"9620 BLUE HERON CT, GILROY, CA, 95020",MEDICF,"9620 BLUE HERON CT",Gilroy,"2024-05-27 02:50"
E48,"8401 CHURCH ST, GILROY, CA, 95020",MEDICF,"8401 CHURCH ST",Gilroy,"2024-04-22 09:02"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-04-19 11:20"
E49,,AUTOAVA,"BLACKHAWK CANYON/HECKER PASS","Santa Clara County","2024-04-30 16:11"
E48,,WIRESAF,"US HWY 101/MONTEREY RD ON 101N RP",Gilroy,"2024-05-15 09:15"
E48,"1119 AYER DR, GILROY, CA, 95020",MEDICF,"1119 AYER DR",Gilroy,"2024-05-29 23:54"
E650,,FIRE,"IOOF AV/MONTEREY ST",Gilroy,"2024-05-31 16:11"
E49,"6205 ENGLE WAY, GILROY, CA, 95020",1033WF,"6205 ENGLE WY",Gilroy,"2024-04-06 15:18"
E48,,MEDICF,"7865 MONTEREY ST",Gilroy,"2024-06-02 14:34"
E48,"7670 MACKENZIE WAY, GILROY, CA, 95020",1033SD,"7670 MACKENZIE WY",Gilroy,"2024-04-19 05:33"
E49,,MEDICF,"875 FIRST ST",Gilroy,"2024-04-05 19:45"
E48,,MEDICF,"715 FIRST ST",Gilroy,"2024-04-23 19:48"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2024-05-23 23:01"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-04-16 09:53"
E49,"9492 EAGLE HILLS WAY, GILROY, CA, 95020",MEDICF,"9492 EAGLE HILLS WY",Gilroy,"2024-05-04 11:35"
E49,,PSLIFT,"651 W SIXTH ST",Gilroy,"2024-04-06 14:56"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2024-04-17 12:09"
E48,,MEDICF,"7880 MONTEREY ST",Gilroy,"2024-05-11 02:48"
